Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,%,0,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,TWh,21.18,-1.48,-6.53
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,TWh,116.82,6.59,5.98
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,58.15,-0.25,-0.43
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,21.18,-1.48,-6.53
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,TWh,21.18,-1.48,-6.53
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0,0,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,%,3.55,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,%,42.51,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,%,17.36,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,%,6.97,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,%,24.78,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,%,4.83,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,%,0,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,%,0,,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,TWh,4.9,-0.43,-8.07
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,TWh,58.67,6.84,13.2
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,TWh,23.95,2.25,10.37
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,TWh,9.62,-1.11,-10.34
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,TWh,34.2,-2.5,-6.81
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,TWh,6.66,0.06,0.91
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,TWh,0,0,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,TWh,0,0,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Total,Total Generation,TWh,138,5.11,3.85
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.54,-0.11,-6.67
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Fossil,mtCO2,90.66,5.86,6.91
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,39.36,-0.07,-0.18
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.54,-0.11,-6.67
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.54,-0.11,-6.67
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0,0,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,668.12,17.58,2.7
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Bioenergy,mtCO2,1.06,-0.09,-7.83
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Coal,mtCO2,51.3,5.93,13.07
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Gas,mtCO2,16.86,1.58,10.34
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Hydro,mtCO2,0.23,-0.02,-8
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Fossil,mtCO2,22.5,-1.65,-6.83
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Renewables,mtCO2,0.25,0,0
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Solar,mtCO2,0,0,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Wind,mtCO2,0,0,
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Total,Total emissions,mtCO2,92.2,5.75,6.65
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Clean,GW,5.8,0.12,2.11
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Fossil,GW,25.77,0.94,3.79
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Gas and Other Fossil,GW,15.2,0.79,5.48
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,5.79,0.11,1.94
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Renewables,GW,5.8,0.12,2.11
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Wind and Solar,GW,0.01,0.01,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Bioenergy,GW,1.11,0,0
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Coal,GW,10.57,0.15,1.44
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Gas,GW,11.96,0.74,6.6
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Hydro,GW,3.7,-0.02,-0.54
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Fossil,GW,3.24,0.05,1.57
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Renewables,GW,0.98,0.13,15.29
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Solar,GW,0.01,0.01,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Wind,GW,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,148.4,10.4,7.54
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand per capita,Demand per capita,MWh,0.63,0.04,6.78
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,%,16.37,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,%,83.63,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,40.57,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,16.37,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,%,16.37,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,%,0,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,TWh,24.29,3.11,14.68
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,TWh,124.11,7.29,6.24
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,60.21,2.06,3.54
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,24.29,3.11,14.68
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,TWh,24.29,3.11,14.68
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,%,4.03,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,%,43.06,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,%,16.71,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,%,7.61,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,%,23.86,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,%,4.73,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,%,0,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,%,0,,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,TWh,5.98,1.08,22.04
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,TWh,63.9,5.23,8.91
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,TWh,24.8,0.85,3.55
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,TWh,11.29,1.67,17.36
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,TWh,35.41,1.21,3.54
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,TWh,7.02,0.36,5.41
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,TWh,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,TWh,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Total,Total Generation,TWh,148.4,10.4,7.54
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.82,0.28,18.18
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Fossil,mtCO2,96.59,5.93,6.54
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,40.76,1.4,3.56
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.82,0.28,18.18
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.82,0.28,18.18
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,663.14,-4.98,-0.75
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Bioenergy,mtCO2,1.29,0.23,21.7
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Coal,mtCO2,55.83,4.53,8.83
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Gas,mtCO2,17.46,0.6,3.56
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Hydro,mtCO2,0.27,0.04,17.39
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Fossil,mtCO2,23.3,0.8,3.56
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Renewables,mtCO2,0.26,0.01,4
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Solar,mtCO2,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Wind,mtCO2,0,0,
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Total,Total emissions,mtCO2,98.41,6.21,6.74
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Clean,GW,5.87,0.07,1.21
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Fossil,GW,26.37,0.6,2.33
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Gas and Other Fossil,GW,15.43,0.23,1.51
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,5.86,0.07,1.21
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Renewables,GW,5.87,0.07,1.21
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Wind and Solar,GW,0.01,0,0
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Bioenergy,GW,1.11,0,0
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Coal,GW,10.94,0.37,3.5
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Gas,GW,12.09,0.13,1.09
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Hydro,GW,3.7,0,0
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Fossil,GW,3.34,0.1,3.09
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Renewables,GW,1.05,0.07,7.14
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Solar,GW,0.01,0,0
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Wind,GW,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,155.9,7.5,5.05
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand per capita,Demand per capita,MWh,0.65,0.02,3.17
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,%,16.9,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,%,83.11,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,43.67,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,16.9,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,%,16.9,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,%,0,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,TWh,26.34,2.05,8.44
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,TWh,129.56,5.45,4.39
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,68.07,7.86,13.05
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,26.34,2.05,8.44
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,TWh,26.34,2.05,8.44
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,%,4.17,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,%,39.44,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,%,17.81,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,%,7.4,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,%,25.86,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,%,5.33,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,%,0,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,%,0,,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,TWh,6.5,0.52,8.7
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,TWh,61.49,-2.41,-3.77
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,TWh,27.76,2.96,11.94
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,TWh,11.53,0.24,2.13
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,TWh,40.31,4.9,13.84
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,TWh,8.31,1.29,18.38
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,TWh,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,TWh,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Total,Total Generation,TWh,155.9,7.5,5.05
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.99,0.17,9.34
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Fossil,mtCO2,99.81,3.22,3.33
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,46.06,5.3,13
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.99,0.17,9.34
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.99,0.17,9.34
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,652.98,-10.16,-1.53
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Bioenergy,mtCO2,1.41,0.12,9.3
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Coal,mtCO2,53.75,-2.08,-3.73
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Gas,mtCO2,19.54,2.08,11.91
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Hydro,mtCO2,0.27,0,0
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Fossil,mtCO2,26.52,3.22,13.82
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Renewables,mtCO2,0.31,0.05,19.23
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Solar,mtCO2,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Wind,mtCO2,0,0,
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Total,Total emissions,mtCO2,101.8,3.39,3.44
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Clean,GW,6.7,0.83,14.14
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Fossil,GW,26.69,0.32,1.21
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Gas and Other Fossil,GW,15.42,-0.01,-0.06
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,6.69,0.83,14.16
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Renewables,GW,6.7,0.83,14.14
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Wind and Solar,GW,0.01,0,0
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Bioenergy,GW,1.79,0.68,61.26
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Coal,GW,11.27,0.33,3.02
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Gas,GW,12.09,0,0
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Hydro,GW,3.71,0.01,0.27
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Fossil,GW,3.33,-0.01,-0.3
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Renewables,GW,1.19,0.14,13.33
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Solar,GW,0.01,0,0
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Wind,GW,0,0,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,162.87,6.97,4.47
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand per capita,Demand per capita,MWh,0.67,0.02,3.08
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,%,16.45,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,%,83.56,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,43.09,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,16.45,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,%,16.45,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,%,0,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,TWh,26.79,0.45,1.71
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,TWh,136.08,6.52,5.03
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,70.17,2.1,3.09
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,26.79,0.45,1.71
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,TWh,26.79,0.45,1.71
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0,0,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,%,3.75,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,%,40.47,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,%,24.81,,
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,%,6.99,,
